"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Class","MSRP"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",29,20,"1",89400
"Porsche","928",1995,"regular unleaded",345,8,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",17,11,"1",9400
"Volvo","940",1993,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,"0",2000
"Volvo","940",1993,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",25,17,"0",2000
"Porsche","944",1990,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",24,15,"1",2667
"Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,"1",4723
"Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,"1",5576
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,"1",41650
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,"1",34400
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",34,25,"1",43550
"Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,"1",44000
"Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,"1",47000
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,"1",45000
"Audi","A4",2017,"premium unleaded (recommended)",190,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",37,27,"1",37850
"Audi","A5",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",2,"Luxury","Midsize","Coupe",32,22,"1",40500
"Audi","A6",2015,"premium unleaded (recommended)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",29,20,"1",50450
"Audi","A6",2015,"premium unleaded (recommended)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",33,25,"1",44800
"Audi","A6",2016,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,20,"1",61600
"Audi","A6",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",354,24,"1",51600
"Audi","A7",2015,"premium unleaded (required)",310,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,"1",65900
"Audi","A8",2016,"premium unleaded (required)",450,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",29,18,"1",90500
"Audi","A8",2016,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,"1",81500
"GMC","Acadia",2015,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,16,"0",38555
"GMC","Acadia",2015,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,"0",36555
"GMC","Acadia",2016,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",34175
"GMC","Acadia",2016,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",43020
"GMC","Acadia",2017,"regular unleaded",194,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",26,21,"0",35070
"GMC","Acadia",2017,"regular unleaded",310,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",25,18,"0",41450
"Hyundai","Accent",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,27,"0",14645
"Hyundai","Accent",2015,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,27,"0",14745
"Hyundai","Accent",2015,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,27,"0",14995
"Hyundai","Accent",2015,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,26,"0",16195
"Hyundai","Accent",2016,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,26,"0",15745
"Hyundai","Accent",2016,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,26,"0",17495
"Hyundai","Accent",2016,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,26,"0",16195
"Honda","Accord Crosstour",2010,"regular unleaded",271,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",25,17,"1",34020
"Honda","Accord Crosstour",2010,"regular unleaded",271,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",25,17,"1",36220
"Honda","Accord Crosstour",2011,"regular unleaded",271,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",26,18,"1",36540
"Honda","Accord Hybrid",2015,"regular unleaded",196,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",45,50,"1",35055
"Honda","Accord",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",35,26,"1",26300
"Honda","Accord",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",36,27,"1",30195
"Honda","Accord",2015,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,24,"1",25030
"Honda","Accord",2016,"regular unleaded",189,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,26,"1",25065
"Honda","Accord",2016,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,21,"1",30745
"Honda","Accord",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",35,26,"1",27850
"Honda","Accord",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",35,26,"1",24725
"Honda","Accord",2016,"regular unleaded",278,6,"MANUAL","front wheel drive",2,"Performance","Midsize","Coupe",28,18,"1",31025
"Honda","Accord",2016,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,23,"1",22205
"Honda","Accord",2017,"regular unleaded",185,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",32,23,"1",24025
"Honda","Accord",2017,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,23,"1",22355
"Honda","Accord",2017,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",33,21,"1",34830
"Honda","Accord",2017,"regular unleaded",189,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,26,"1",25215
"Honda","Accord",2017,"regular unleaded",278,6,"MANUAL","front wheel drive",2,"Performance","Midsize","Coupe",28,18,"1",31175
"Honda","Accord",2017,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",34,26,"1",27000
"Honda","Accord",2017,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",34,26,"1",28995
"Oldsmobile","Achieva",1997,"regular unleaded",150,4,"UNKNOWN","front wheel drive",2,"N/A","Midsize","Coupe",29,19,"0",2000
"BMW","ActiveHybrid X6",2010,"premium unleaded (required)",480,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance,Hybrid","Midsize","4dr SUV",19,17,"1",88900
"Suzuki","Aerio",2006,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Wagon",26,21,"0",16599
"Suzuki","Aerio",2007,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",28,22,"0",15299
"Ford","Aerostar",1996,"regular unleaded",140,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",21,15,"1",2000
"Ford","Aerostar",1997,"regular unleaded",140,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",22,15,"1",2000
"Oldsmobile","Alero",2002,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",30,21,"0",19605
"Oldsmobile","Alero",2004,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",31,21,"0",20435
"Audi","allroad",2015,"premium unleaded (recommended)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",28,21,"1",42400
"Audi","allroad",2016,"premium unleaded (recommended)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",28,21,"1",44800
"BMW","ALPINA B6 Gran Coupe",2015,"premium unleaded (required)",540,8,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",24,16,"1",117300
"BMW","ALPINA B7",2015,"premium unleaded (required)",540,8,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",24,16,"1",135200
"BMW","Alpina",2003,"premium unleaded (required)",375,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Convertible",19,13,"1",136900
"Nissan","Altima Hybrid",2010,"regular unleaded",158,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",33,35,"1",26780
"Nissan","Altima",2015,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",38,27,"1",24720
"Nissan","Altima",2016,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",39,27,"1",25460
"Nissan","Armada",2015,"regular unleaded",317,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,13,"1",50780
"Nissan","Armada",2015,"regular unleaded",317,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,13,"1",49880
"Nissan","Armada",2015,"regular unleaded",317,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,13,"1",43600
"Nissan","Armada",2017,"regular unleaded",390,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,14,"1",44900
"Chrysler","Aspen",2008,"regular unleaded",302,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,14,"0",32905
"Chrysler","Aspen",2009,"regular unleaded",385,8,"AUTOMATIC","four wheel drive",4,"Hybrid","Large","4dr SUV",22,20,"0",45270
"Chrysler","Aspen",2009,"regular unleaded",303,8,"AUTOMATIC","rear wheel drive",4,"Performance","Large","4dr SUV",19,14,"0",34730
"Ford","Aspire",1995,"regular unleaded",63,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",38,31,"1",2000
"Ford","Aspire",1996,"regular unleaded",63,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,29,"1",2000
"Ford","Aspire",1997,"regular unleaded",63,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,29,"1",2000
"Chevrolet","Astro Cargo",2005,"regular unleaded",190,6,"AUTOMATIC","all wheel drive",3,"N/A","Large","Cargo Minivan",18,14,"0",25430
"Chevrolet","Astro",2004,"regular unleaded",190,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",19,14,"0",24195
"Cadillac","ATS Coupe",2015,"flex-fuel (unleaded/E85)",321,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel,Luxury,High-Performance","Compact","Coupe",28,18,"1",45150
"Cadillac","ATS Coupe",2015,"premium unleaded (recommended)",272,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",31,21,"1",47095
"Cadillac","ATS Coupe",2015,"flex-fuel (unleaded/E85)",321,6,"AUTOMATIC","rear wheel drive",2,"Flex Fuel,Luxury,High-Performance","Compact","Coupe",28,18,"1",50325
"Cadillac","ATS Coupe",2015,"premium unleaded (recommended)",272,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",31,21,"1",44935
"Cadillac","ATS",2015,"premium unleaded (recommended)",272,4,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Compact","Sedan",30,21,"1",45615
"Cadillac","ATS",2015,"flex-fuel (unleaded/E85)",321,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury,High-Performance","Compact","Sedan",28,18,"1",47615
"Cadillac","ATS",2015,"flex-fuel (unleaded/E85)",321,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Luxury,High-Performance","Compact","Sedan",26,18,"1",48715
"Cadillac","ATS",2016,"regular unleaded",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",30,20,"1",45155
"Cadillac","ATS",2016,"premium unleaded (recommended)",272,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,22,"1",41340
"Cadillac","ATS",2016,"premium unleaded (recommended)",272,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,22,"1",45155
"Cadillac","ATS",2017,"premium unleaded (recommended)",272,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,22,"1",40395
"Oldsmobile","Aurora",2001,"premium unleaded (required)",250,8,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",23,15,"0",34794
"Oldsmobile","Aurora",2002,"premium unleaded (required)",250,8,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,"0",35085
"Chevrolet","Avalanche",2010,"flex-fuel (unleaded/E85)",320,8,"AUTOMATIC","rear wheel drive",4,"Crossover,Flex Fuel","Large","Crew Cab Pickup",21,15,"0",35725
"Chevrolet","Avalanche",2012,"flex-fuel (unleaded/E85)",320,8,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel","Large","Crew Cab Pickup",21,15,"0",39850
"Toyota","Avalon Hybrid",2015,"regular unleaded",200,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",39,40,"1",37800
"Toyota","Avalon Hybrid",2017,"regular unleaded",200,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",39,40,"1",38700
"Toyota","Avalon",2016,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,21,"1",35850
"Toyota","Avalon",2017,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,"1",37650
"Dodge","Avenger",2014,"flex-fuel (unleaded/E85)",283,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Midsize","Sedan",29,19,"1",25795
"Lamborghini","Aventador",2015,"premium unleaded (required)",700,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",16,10,"0",441600
"Lamborghini","Aventador",2015,"premium unleaded (required)",720,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Midsize","Convertible",16,10,"0",548800
"Chevrolet","Aveo",2009,"regular unleaded",107,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",34,27,"0",14100
"Chevrolet","Aveo",2010,"regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",35,27,"0",14100
"Lincoln","Aviator",2003,"premium unleaded (required)",302,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",17,12,"0",42435
"Hyundai","Azera",2017,"regular unleaded",293,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",28,19,"0",39300
"Pontiac","Aztek",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,"0",24190
"Pontiac","Aztek",2004,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,"0",21275
"Mazda","B-Series Pickup",1998,"regular unleaded",150,6,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",20,15,"0",2713
"Mazda","B-Series Pickup",1999,"regular unleaded",160,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,15,"0",3229
"Mazda","B-Series Pickup",2000,"flex-fuel (unleaded/E85)",143,6,"MANUAL","four wheel drive",2,"Flex Fuel","Compact","Regular Cab Pickup",20,15,"0",3190
"Mazda","B-Series Truck",2007,"regular unleaded",148,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,16,"0",21430
"Mazda","B-Series Truck",2008,"regular unleaded",207,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",17,14,"0",26590
"Mazda","B-Series Truck",2008,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",19,15,"0",22045
"Mazda","B-Series",2001,"regular unleaded",150,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",21,15,"0",17225
"Mazda","B-Series",2001,"regular unleaded",140,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,"0",12495
"Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,"0",30695
"Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,"0",34195
"Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,"0",34295
"Subaru","B9 Tribeca",2006,"premium unleaded (required)",250,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,"0",34295
"Subaru","Baja",2005,"regular unleaded",165,4,"MANUAL","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",25,19,"0",22345
"Subaru","Baja",2005,"premium unleaded (required)",210,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","Crew Cab Pickup",21,16,"0",25345
"Volkswagen","Beetle Convertible",2014,"premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,"0",30695
"Volkswagen","Beetle Convertible",2014,"diesel",140,4,"MANUAL","front wheel drive",2,"Diesel","Compact","Convertible",41,28,"0",28895
"Volkswagen","Beetle Convertible",2015,"diesel",150,4,"MANUAL","front wheel drive",2,"Diesel","Compact","Convertible",40,30,"0",29675
"Volkswagen","Beetle Convertible",2015,"premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,"0",29895
"Volkswagen","Beetle Convertible",2015,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,"0",25595
"Volkswagen","Beetle Convertible",2015,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,"0",25595
"Volkswagen","Beetle Convertible",2015,"premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,"0",30895
"Volkswagen","Beetle Convertible",2015,"premium unleaded (recommended)",210,4,"AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","Convertible",29,23,"0",35095
"Volkswagen","Beetle Convertible",2015,"premium unleaded (recommended)",210,4,"AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","Convertible",29,23,"0",31995
"Volkswagen","Beetle Convertible",2015,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",32,24,"0",27995
"Volkswagen","Beetle Convertible",2016,"premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,"0",29790
"Volkswagen","Beetle Convertible",2016,"premium unleaded (recommended)",210,4,"AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","Convertible",31,23,"0",32670
"Volkswagen","Beetle Convertible",2016,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",34,25,"0",25995
"Volkswagen","Beetle",2015,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,"0",20195
"Volkswagen","Beetle",2015,"regular unleaded",170,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,"0",24185
